ens_tid,target_tfs_filename,before TSS,after TSS,tfs to plot,pval,pval_c
ENST00000637179,,2075,-2025,10,1,0.1
ENST00000378404,,1302,-1252,10,1,0.1
ENST00000294599,,2268,-2218,10,1,0.1
ENST00000356575,,-2211,2261,10,1,0.1
ENST00000356575,,-1806,1856,10,1,0.1
ENST00000356575,,-1774,1824,10,1,0.1
ENST00000356575,,-1657,1707,10,1,0.1
ENST00000378344,,1452,-1402,10,1,0.1
ENST00000465916,,2017,-1967,10,1,0.1
ENST00000603362,,-2168,2218,10,1,0.1
ENST00000378290,,2214,-2164,10,1,0.1
ENST00000378290,,-406,456,10,1,0.1
ENST00000378290,,-435,485,10,1,0.1
ENST00000294600,,1035,-985,10,1,0.1
ENST00000294600,,-166,216,10,1,0.1
ENST00000452264,,-1850,1900,10,1,0.1
ENST00000378251,,232,-182,10,1,0.1
ENST00000674544,,-699,749,10,1,0.1
ENST00000674544,,-644,694,10,1,0.1
ENST00000378209,,-73,123,10,1,0.1
ENST00000655548,,472,-422,10,1,0.1
ENST00000428161,,706,-656,10,1,0.1
ENST00000668559,,168,-118,10,1,0.1
ENST00000472700,,-2078,2128,10,1,0.1
ENST00000472700,,-2275,2325,10,1,0.1
ENST00000475121,,2473,-2423,10,1,0.1
ENST00000465387,,-1441,1491,10,1,0.1
ENST00000465387,,-794,844,10,1,0.1
ENST00000377939,,836,-786,10,1,0.1
ENST00000473466,,-1070,1120,10,1,0.1
ENST00000361521,,792,-742,10,1,0.1
ENST00000377834,,1888,-1838,10,1,0.1
ENST00000636330,,-2158,2208,10,1,0.1
ENST00000675976,,245,-195,10,1,0.1
ENST00000535355,,-1243,1293,10,1,0.1
ENST00000400913,,2067,-2017,10,1,0.1
ENST00000377725,,-727,777,10,1,0.1
ENST00000377728,,-10,60,10,1,0.1
ENST00000537245,,-122,172,10,1,0.1
ENST00000673471,,2481,-2431,10,1,0.1
ENST00000675812,,127,-77,10,1,0.1
ENST00000377705,,-133,183,10,1,0.1
ENST00000463043,,1398,-1348,10,1,0.1
ENST00000451196,,-1299,1349,10,1,0.1
ENST00000495233,,-2300,2350,10,1,0.1
ENST00000054666,,2155,-2105,10,1,0.1
ENST00000470357,,-1740,1790,10,1,0.1
ENST00000361923,,108,-58,10,1,0.1
ENST00000361923,,-907,957,10,1,0.1
ENST00000474475,,1499,-1449,10,1,0.1
ENST00000377507,,-77,127,10,1,0.1
ENST00000377488,,-1661,1711,10,1,0.1
ENST00000474874,,-2267,2317,10,1,0.1
ENST00000474874,,-990,1040,10,1,0.1
ENST00000289877,,147,-97,10,1,0.1
ENST00000488215,,-424,474,10,1,0.1
ENST00000656437,,-205,255,10,1,0.1
ENST00000646660,,-9,59,10,1,0.1
ENST00000489867,,618,-568,10,1,0.1
ENST00000377436,,-1585,1635,10,1,0.1
ENST00000400906,,-1533,1583,10,1,0.1
ENST00000450402,,-1324,1374,10,1,0.1
ENST00000450402,,-1453,1503,10,1,0.1
ENST00000357898,,2431,-2381,10,1,0.1
ENST00000357898,,455,-405,10,1,0.1
ENST00000416541,,-1485,1535,10,1,0.1
ENST00000435891,,-179,229,10,1,0.1
ENST00000435891,,-73,123,10,1,0.1
ENST00000361311,,1273,-1223,10,1,0.1
ENST00000488540,,-1314,1364,10,1,0.1
ENST00000294435,,-1559,1609,10,1,0.1
ENST00000377086,,-969,1019,10,1,0.1
ENST00000635499,,-1723,1773,10,1,0.1
ENST00000465026,,-1375,1425,10,1,0.1
ENST00000377049,,-569,619,10,1,0.1
ENST00000377049,,-2396,2446,10,1,0.1
ENST00000344008,,2064,-2014,10,1,0.1
ENST00000418570,,120,-70,10,1,0.1
ENST00000418570,,148,-98,10,1,0.1
ENST00000520253,,-2102,2152,10,1,0.1
ENST00000520253,,-1873,1923,10,1,0.1
ENST00000617172,,-227,277,10,1,0.1
ENST00000465788,,272,-222,10,1,0.1
ENST00000376957,,470,-420,10,1,0.1
ENST00000304391,,-642,692,10,1,0.1
ENST00000251546,,89,-39,10,1,0.1
ENST00000376753,,190,-140,10,1,0.1
ENST00000449067,,-2399,2449,10,1,0.1
ENST00000445656,,-785,835,10,1,0.1
ENST00000376692,,894,-844,10,1,0.1
ENST00000376672,,-504,554,10,1,0.1
ENST00000294485,,-2022,2072,10,1,0.1
ENST00000510878,,-767,817,10,1,0.1
ENST00000444493,,1714,-1664,10,1,0.1
ENST00000449278,,-584,634,10,1,0.1
ENST00000641820,,999,-949,10,1,0.1
ENST00000376480,,-2182,2232,10,1,0.1
ENST00000376480,,-1834,1884,10,1,0.1
ENST00000376468,,2204,-2154,10,1,0.1
ENST00000616327,,-2410,2460,10,1,0.1
ENST00000376576,,161,-111,10,1,0.1
ENST00000429000,,-735,785,10,1,0.1
ENST00000444836,,2343,-2293,10,1,0.1
ENST00000675781,,-1733,1783,10,1,0.1
ENST00000675781,,-1978,2028,10,1,0.1
ENST00000235332,,-1364,1414,10,1,0.1
ENST00000413146,,646,-596,10,1,0.1
ENST00000543766,,-1439,1489,10,1,0.1
ENST00000430996,,1825,-1775,10,1,0.1
ENST00000464917,,-1038,1088,10,1,0.1
ENST00000376221,,1738,-1688,10,1,0.1
ENST00000376221,,894,-844,10,1,0.1
ENST00000376210,,-1803,1853,10,1,0.1
ENST00000376085,,-1091,1141,10,1,0.1
ENST00000376085,,252,-202,10,1,0.1
ENST00000376085,,582,-532,10,1,0.1
ENST00000376085,,822,-772,10,1,0.1
ENST00000294489,,1880,-1830,10,1,0.1
ENST00000294489,,73,-23,10,1,0.1
ENST00000413440,,1747,-1697,10,1,0.1
ENST00000413440,,394,-344,10,1,0.1
ENST00000636564,,1638,-1588,10,1,0.1
ENST00000636564,,445,-395,10,1,0.1
ENST00000636564,,-1630,1680,10,1,0.1
ENST00000376028,,-1154,1204,10,1,0.1
ENST00000376028,,-1218,1268,10,1,0.1
ENST00000400797,,1418,-1368,10,1,0.1
ENST00000400797,,-305,355,10,1,0.1
ENST00000400797,,-675,725,10,1,0.1
ENST00000400797,,-758,808,10,1,0.1
ENST00000400797,,-763,813,10,1,0.1
ENST00000400797,,-784,834,10,1,0.1
ENST00000400797,,-786,836,10,1,0.1
ENST00000400797,,-947,997,10,1,0.1
ENST00000400797,,-958,1008,10,1,0.1
ENST00000428417,,1036,-986,10,1,0.1
ENST00000358897,,1723,-1673,10,1,0.1
ENST00000375998,,-2028,2078,10,1,0.1
ENST00000444385,,-533,583,10,1,0.1
ENST00000375980,,941,-891,10,1,0.1
ENST00000445566,,-1034,1084,10,1,0.1
ENST00000333868,,-1041,1091,10,1,0.1
ENST00000469637,,-300,350,10,1,0.1
ENST00000469637,,-265,315,10,1,0.1
ENST00000375847,,-1971,2021,10,1,0.1
ENST00000483273,,-301,351,10,1,0.1
ENST00000483273,,1578,-1528,10,1,0.1
ENST00000483273,,1623,-1573,10,1,0.1
ENST00000375759,,-1164,1214,10,1,0.1
ENST00000440560,,-2188,2238,10,1,0.1
ENST00000329454,,-1082,1132,10,1,0.1
ENST00000463576,,-2058,2108,10,1,0.1
ENST00000463576,,-1568,1618,10,1,0.1
ENST00000463576,,-1447,1497,10,1,0.1
ENST00000684324,,2126,-2076,10,1,0.1
ENST00000682793,,-432,482,10,1,0.1
ENST00000375679,,-362,412,10,1,0.1
ENST00000375679,,-1630,1680,10,1,0.1
ENST00000375667,,2027,-1977,10,1,0.1
ENST00000375667,,776,-726,10,1,0.1
ENST00000375667,,687,-637,10,1,0.1
ENST00000375667,,-1410,1460,10,1,0.1
ENST00000375662,,-2151,2201,10,1,0.1
ENST00000358432,,437,-387,10,1,0.1
ENST00000270747,,-1370,1420,10,1,0.1
ENST00000456164,,-1989,2039,10,1,0.1
ENST00000456164,,-827,877,10,1,0.1
ENST00000504551,,1549,-1499,10,1,0.1
ENST00000443980,,-250,300,10,1,0.1
ENST00000430580,,1250,-1200,10,1,0.1
ENST00000430580,,2110,-2060,10,1,0.1
ENST00000467715,,-2016,2066,10,1,0.1
ENST00000491274,,-1510,1560,10,1,0.1
ENST00000375499,,1804,-1754,10,1,0.1
ENST00000375471,,-1360,1410,10,1,0.1
ENST00000375471,,-1820,1870,10,1,0.1
ENST00000375453,,2506,-2456,10,1,0.1
ENST00000375453,,2115,-2065,10,1,0.1
ENST00000375448,,-319,369,10,1,0.1
ENST00000375448,,-520,570,10,1,0.1
ENST00000619609,,2469,-2419,10,1,0.1
ENST00000619609,,1975,-1925,10,1,0.1
ENST00000619609,,407,-357,10,1,0.1
ENST00000619609,,156,-106,10,1,0.1
ENST00000619609,,-747,797,10,1,0.1
ENST00000619609,,-1999,2049,10,1,0.1
ENST00000619609,,-2081,2131,10,1,0.1
ENST00000375433,,-1720,1770,10,1,0.1
ENST00000375433,,452,-402,10,1,0.1
ENST00000375406,,-737,787,10,1,0.1
ENST00000251296,,-1402,1452,10,1,0.1
ENST00000251296,,-1900,1950,10,1,0.1
ENST00000420770,,695,-645,10,1,0.1
ENST00000538309,,-1942,1992,10,1,0.1
ENST00000538309,,2445,-2395,10,1,0.1
ENST00000432718,,1226,-1176,10,1,0.1
ENST00000355609,,-2062,2112,10,1,0.1
ENST00000355609,,-1071,1121,10,1,0.1
ENST00000455833,,1819,-1769,10,1,0.1
ENST00000375225,,2420,-2370,10,1,0.1
ENST00000375224,,476,-426,10,1,0.1
ENST00000375218,,1070,-1020,10,1,0.1
ENST00000641089,,-1236,1286,10,1,0.1
ENST00000641089,,71,-21,10,1,0.1
ENST00000641089,,1354,-1304,10,1,0.1
ENST00000420396,,-2175,2225,10,1,0.1
ENST00000420396,,-1343,1393,10,1,0.1
ENST00000420396,,-417,467,10,1,0.1
ENST00000420396,,-412,462,10,1,0.1
ENST00000361640,,1074,-1024,10,1,0.1
ENST00000674278,,-596,646,10,1,0.1
ENST00000294543,,1731,-1681,10,1,0.1
ENST00000375121,,930,-880,10,1,0.1
ENST00000375121,,1391,-1341,10,1,0.1
ENST00000375116,,-1991,2041,10,1,0.1
ENST00000375116,,-1724,1774,10,1,0.1
ENST00000375116,,251,-201,10,1,0.1
ENST00000375116,,254,-204,10,1,0.1
ENST00000375108,,1880,-1830,10,1,0.1
ENST00000375108,,-445,495,10,1,0.1
ENST00000375108,,-1089,1139,10,1,0.1
ENST00000247992,,-220,270,10,1,0.1
ENST00000375099,,1859,-1809,10,1,0.1
ENST00000679259,,54,-4,10,1,0.1
ENST00000530722,,-1133,1183,10,1,0.1
ENST00000375078,,810,-760,10,1,0.1
ENST00000375078,,1844,-1794,10,1,0.1
ENST00000264198,,-1945,1995,10,1,0.1
ENST00000264198,,788,-738,10,1,0.1
ENST00000264198,,873,-823,10,1,0.1
ENST00000332947,,399,-349,10,1,0.1
ENST00000332947,,-65,115,10,1,0.1
ENST00000375071,,-465,515,10,1,0.1
ENST00000375071,,-1887,1937,10,1,0.1
ENST00000375071,,-1906,1956,10,1,0.1
ENST00000321556,,1952,-1902,10,1,0.1
ENST00000415136,,321,-271,10,1,0.1
ENST00000415136,,596,-546,10,1,0.1
ENST00000375044,,-2404,2454,10,1,0.1
ENST00000375044,,-1659,1709,10,1,0.1
ENST00000247986,,2094,-2044,10,1,0.1
ENST00000519434,,-1752,1802,10,1,0.1
ENST00000375003,,-1627,1677,10,1,0.1
ENST00000356916,,-2330,2380,10,1,0.1
ENST00000374935,,2471,-2421,10,1,0.1
ENST00000527991,,-552,602,10,1,0.1
ENST00000527991,,644,-594,10,1,0.1
ENST00000481130,,1741,-1691,10,1,0.1
ENST00000374830,,2086,-2036,10,1,0.1
ENST00000374830,,2005,-1955,10,1,0.1
ENST00000374830,,1826,-1776,10,1,0.1
ENST00000374830,,1760,-1710,10,1,0.1
ENST00000374830,,-66,116,10,1,0.1
ENST00000374830,,-1073,1123,10,1,0.1
ENST00000374763,,-2096,2146,10,1,0.1
ENST00000374763,,-640,690,10,1,0.1
ENST00000495204,,-2381,2431,10,1,0.1
ENST00000527823,,-1713,1763,10,1,0.1
ENST00000374695,,-1860,1910,10,1,0.1
ENST00000400239,,-774,824,10,1,0.1
ENST00000374644,,-1883,1933,10,1,0.1
ENST00000374642,,1457,-1407,10,1,0.1
ENST00000374642,,546,-496,10,1,0.1
ENST00000374642,,261,-211,10,1,0.1
ENST00000402322,,-860,910,10,1,0.1
ENST00000374640,,1916,-1866,10,1,0.1
ENST00000374637,,-1413,1463,10,1,0.1
ENST00000374637,,-1816,1866,10,1,0.1
ENST00000510260,,2058,-2008,10,1,0.1
ENST00000432749,,52,-2,10,1,0.1
ENST00000509305,,-145,195,10,1,0.1
ENST00000509305,,-932,982,10,1,0.1
ENST00000509305,,-1185,1235,10,1,0.1
ENST00000374627,,-310,360,10,1,0.1
ENST00000374627,,-1439,1489,10,1,0.1
ENST00000374627,,-1657,1707,10,1,0.1
ENST00000618559,,-818,868,10,1,0.1
ENST00000426928,,-716,766,10,1,0.1
ENST00000566855,,42,8,10,1,0.1
ENST00000314174,,-2039,2089,10,1,0.1
ENST00000302291,,-820,870,10,1,0.1
ENST00000374619,,-1878,1928,10,1,0.1
ENST00000374619,,-1824,1874,10,1,0.1
ENST00000374619,,778,-728,10,1,0.1
ENST00000374619,,1858,-1808,10,1,0.1
ENST00000374608,,-833,883,10,1,0.1
ENST00000374608,,421,-371,10,1,0.1
ENST00000461794,,-626,676,10,1,0.1
ENST00000461794,,1570,-1520,10,1,0.1
ENST00000461794,,1571,-1521,10,1,0.1
ENST00000476978,,-1529,1579,10,1,0.1
ENST00000476978,,-1493,1543,10,1,0.1
ENST00000450454,,1682,-1632,10,1,0.1
ENST00000495646,,1004,-954,10,1,0.1
ENST00000643754,,44,6,10,1,0.1
ENST00000609199,,-1184,1234,10,1,0.1
ENST00000609199,,-2368,2418,10,1,0.1
ENST00000246151,,495,-445,10,1,0.1
ENST00000374524,,-2422,2472,10,1,0.1
ENST00000418277,,1232,-1182,10,1,0.1
ENST00000235958,,-746,796,10,1,0.1
ENST00000374479,,-741,791,10,1,0.1
ENST00000374479,,1646,-1596,10,1,0.1
ENST00000338909,,-373,423,10,1,0.1
ENST00000270800,,-2214,2264,10,1,0.1
ENST00000361548,,516,-466,10,1,0.1
ENST00000425530,,146,-96,10,1,0.1
ENST00000412742,,2342,-2292,10,1,0.1
ENST00000374392,,-1857,1907,10,1,0.1
ENST00000596378,,-548,598,10,1,0.1
ENST00000596378,,-695,745,10,1,0.1
ENST00000308873,,1507,-1457,10,1,0.1
ENST00000338888,,-1004,1054,10,1,0.1
ENST00000236273,,840,-790,10,1,0.1
ENST00000374338,,-2345,2395,10,1,0.1
ENST00000263979,,-2393,2443,10,1,0.1
ENST00000424294,,2301,-2251,10,1,0.1
ENST00000526158,,75,-25,10,1,0.1
ENST00000675840,,-2059,2109,10,1,0.1
ENST00000357865,,1526,-1476,10,1,0.1
ENST00000374282,,395,-345,10,1,0.1
ENST00000374282,,2497,-2447,10,1,0.1
ENST00000374280,,1742,-1692,10,1,0.1
ENST00000374278,,-1555,1605,10,1,0.1
ENST00000374278,,-1392,1442,10,1,0.1
ENST00000374272,,-1125,1175,10,1,0.1
ENST00000374272,,-1122,1172,10,1,0.1
ENST00000444713,,-52,102,10,1,0.1
ENST00000374271,,-102,152,10,1,0.1
ENST00000374271,,-145,195,10,1,0.1
ENST00000374268,,-497,547,10,1,0.1
ENST00000635463,,-161,211,10,1,0.1
ENST00000270812,,-882,932,10,1,0.1
ENST00000448923,,-661,711,10,1,0.1
ENST00000648649,,273,-223,10,1,0.1
ENST00000374253,,-171,221,10,1,0.1
ENST00000374253,,-672,722,10,1,0.1
ENST00000374253,,-731,781,10,1,0.1
ENST00000531191,,-106,156,10,1,0.1
ENST00000338855,,232,-182,10,1,0.1
ENST00000456354,,-549,599,10,1,0.1
ENST00000252992,,-1313,1363,10,1,0.1
ENST00000252992,,-2043,2093,10,1,0.1
ENST00000453146,,191,-141,10,1,0.1
ENST00000421827,,-527,577,10,1,0.1
ENST00000450041,,1445,-1395,10,1,0.1
ENST00000374213,,260,-210,10,1,0.1
ENST00000374222,,1299,-1249,10,1,0.1
ENST00000374222,,1901,-1851,10,1,0.1
ENST00000308182,,-1296,1346,10,1,0.1
ENST00000308182,,-349,399,10,1,0.1
ENST00000308182,,2412,-2362,10,1,0.1
ENST00000475866,,-1984,2034,10,1,0.1
ENST00000451801,,-585,635,10,1,0.1
ENST00000423508,,-544,594,10,1,0.1
ENST00000423508,,-228,278,10,1,0.1
ENST00000423508,,-63,113,10,1,0.1
ENST00000416125,,-123,173,10,1,0.1
ENST00000427245,,230,-180,10,1,0.1
ENST00000416052,,-2343,2393,10,1,0.1
ENST00000530003,,989,-939,10,1,0.1
ENST00000438977,,-1949,1999,10,1,0.1
ENST00000430799,,-260,310,10,1,0.1
ENST00000674273,,-111,161,10,1,0.1
ENST00000078527,,-266,316,10,1,0.1
ENST00000488397,,-1029,1079,10,1,0.1
ENST00000531285,,-237,287,10,1,0.1
ENST00000498220,,-1121,1171,10,1,0.1
ENST00000270879,,-1841,1891,10,1,0.1
ENST00000374030,,862,-812,10,1,0.1
ENST00000374024,,2302,-2252,10,1,0.1
ENST00000642416,,235,-185,10,1,0.1
ENST00000642416,,2361,-2311,10,1,0.1
ENST00000374003,,51,-1,10,1,0.1
ENST00000446647,,-2356,2406,10,1,0.1
ENST00000431586,,-11,61,10,1,0.1
ENST00000328928,,1625,-1575,10,1,0.1
ENST00000442118,,-769,819,10,1,0.1
ENST00000456990,,710,-660,10,1,0.1
ENST00000419958,,1405,-1355,10,1,0.1
ENST00000373864,,-1047,1097,10,1,0.1
ENST00000373863,,-135,185,10,1,0.1
ENST00000540618,,1732,-1682,10,1,0.1
ENST00000305392,,-507,557,10,1,0.1
ENST00000305392,,-198,248,10,1,0.1
ENST00000465645,,-1562,1612,10,1,0.1
ENST00000253063,,841,-791,10,1,0.1
ENST00000253063,,805,-755,10,1,0.1
ENST00000398997,,-1666,1716,10,1,0.1
ENST00000373839,,-116,166,10,1,0.1
ENST00000373839,,-576,626,10,1,0.1
ENST00000633167,,395,-345,10,1,0.1
ENST00000419074,,-1266,1316,10,1,0.1
ENST00000419074,,-1584,1634,10,1,0.1
ENST00000373826,,2171,-2121,10,1,0.1
ENST00000234961,,-1712,1762,10,1,0.1
ENST00000234961,,-1951,2001,10,1,0.1
ENST00000234961,,-2269,2319,10,1,0.1
ENST00000647103,,1280,-1230,10,1,0.1
ENST00000373798,,8,42,10,1,0.1
ENST00000644600,,2208,-2158,10,1,0.1
ENST00000645184,,-641,691,10,1,0.1
ENST00000645184,,-1034,1084,10,1,0.1
ENST00000645184,,-1702,1752,10,1,0.1
ENST00000521452,,-502,552,10,1,0.1
ENST00000521452,,2292,-2242,10,1,0.1
ENST00000466448,,-1269,1319,10,1,0.1
ENST00000373791,,-1012,1062,10,1,0.1
ENST00000373765,,1392,-1342,10,1,0.1
ENST00000373765,,2110,-2060,10,1,0.1
ENST00000294507,,-401,451,10,1,0.1
ENST00000336798,,857,-807,10,1,0.1
ENST00000339394,,-1406,1456,10,1,0.1
ENST00000529846,,236,-186,10,1,0.1
ENST00000529846,,2144,-2094,10,1,0.1
ENST00000526106,,-2258,2308,10,1,0.1
ENST00000526106,,-1851,1901,10,1,0.1
ENST00000526106,,-232,282,10,1,0.1
ENST00000526106,,932,-882,10,1,0.1
ENST00000526106,,946,-896,10,1,0.1
ENST00000526106,,1250,-1200,10,1,0.1
ENST00000530145,,50,0,10,1,0.1
ENST00000373720,,-672,722,10,1,0.1
ENST00000373710,,463,-413,10,1,0.1
ENST00000373710,,107,-57,10,1,0.1
ENST00000536859,,-249,299,10,1,0.1
ENST00000536384,,-1995,2045,10,1,0.1
ENST00000457433,,722,-672,10,1,0.1
ENST00000403528,,840,-790,10,1,0.1
ENST00000373705,,-2093,2143,10,1,0.1
ENST00000440437,,-2074,2124,10,1,0.1
ENST00000458715,,1087,-1037,10,1,0.1
ENST00000373667,,1620,-1570,10,1,0.1
ENST00000373672,,-2067,2117,10,1,0.1
ENST00000398547,,-658,708,10,1,0.1
ENST00000533175,,551,-501,10,1,0.1
ENST00000533231,,-1080,1130,10,1,0.1
ENST00000533231,,-341,391,10,1,0.1
ENST00000602683,,-1857,1907,10,1,0.1
ENST00000649841,,-2185,2235,10,1,0.1
ENST00000647444,,1970,-1920,10,1,0.1
ENST00000468531,,2330,-2280,10,1,0.1
ENST00000327300,,2286,-2236,10,1,0.1
ENST00000373625,,941,-891,10,1,0.1
ENST00000446515,,305,-255,10,1,0.1
ENST00000291358,,-1487,1537,10,1,0.1
ENST00000677701,,109,-59,10,1,0.1
ENST00000677711,,-23,73,10,1,0.1
ENST00000355082,,-1462,1512,10,1,0.1
ENST00000373548,,1270,-1220,10,1,0.1
ENST00000373548,,784,-734,10,1,0.1
ENST00000574315,,-2075,2125,10,1,0.1
ENST00000428500,,-754,804,10,1,0.1
ENST00000373534,,-2314,2364,10,1,0.1
ENST00000527163,,-888,938,10,1,0.1
ENST00000455895,,510,-460,10,1,0.1
ENST00000316459,,-2297,2347,10,1,0.1
ENST00000482190,,-1238,1288,10,1,0.1
ENST00000417633,,313,-263,10,1,0.1
ENST00000401073,,-1901,1951,10,1,0.1
ENST00000482212,,-1173,1223,10,1,0.1
ENST00000373440,,108,-58,10,1,0.1
ENST00000543586,,-2294,2344,10,1,0.1
ENST00000373422,,-1223,1273,10,1,0.1
ENST00000373422,,2484,-2434,10,1,0.1
ENST00000431992,,1566,-1516,10,1,0.1
ENST00000683057,,573,-523,10,1,0.1
ENST00000373377,,-568,618,10,1,0.1
ENST00000373377,,715,-665,10,1,0.1
ENST00000522796,,-283,333,10,1,0.1
ENST00000338513,,-57,107,10,1,0.1
ENST00000339480,,1054,-1004,10,1,0.1
ENST00000339480,,856,-806,10,1,0.1
ENST00000342280,,2500,-2450,10,1,0.1
ENST00000342280,,-525,575,10,1,0.1
ENST00000373330,,-1974,2024,10,1,0.1
ENST00000440579,,-2163,2213,10,1,0.1
ENST00000325722,,-596,646,10,1,0.1
ENST00000423723,,-441,491,10,1,0.1
ENST00000373235,,-1022,1072,10,1,0.1
ENST00000621781,,474,-424,10,1,0.1
ENST00000373237,,-1798,1848,10,1,0.1
ENST00000373237,,-1441,1491,10,1,0.1
ENST00000373210,,-1470,1520,10,1,0.1
ENST00000246314,,-1223,1273,10,1,0.1
ENST00000373163,,-314,364,10,1,0.1
ENST00000429533,,549,-499,10,1,0.1
ENST00000429533,,404,-354,10,1,0.1
ENST00000530729,,-29,79,10,1,0.1
ENST00000530975,,-77,127,10,1,0.1
ENST00000315732,,39,11,10,1,0.1
ENST00000468441,,-979,1029,10,1,0.1
ENST00000468441,,-594,644,10,1,0.1
ENST00000468441,,-226,276,10,1,0.1
ENST00000468441,,2428,-2378,10,1,0.1
ENST00000373116,,-896,946,10,1,0.1
ENST00000373116,,-788,838,10,1,0.1
ENST00000373116,,1159,-1109,10,1,0.1
ENST00000373103,,1921,-1871,10,1,0.1
ENST00000373087,,-451,501,10,1,0.1
ENST00000652629,,-1488,1538,10,1,0.1
ENST00000538069,,-1437,1487,10,1,0.1
ENST00000401068,,-2134,2184,10,1,0.1
ENST00000401068,,-1409,1459,10,1,0.1
ENST00000464085,,-1278,1328,10,1,0.1
ENST00000477060,,-135,185,10,1,0.1
ENST00000373055,,-1547,1597,10,1,0.1
ENST00000319637,,203,-153,10,1,0.1
ENST00000373043,,369,-319,10,1,0.1
ENST00000373044,,1947,-1897,10,1,0.1
ENST00000373026,,-894,944,10,1,0.1
ENST00000373014,,1182,-1132,10,1,0.1
ENST00000372967,,88,-38,10,1,0.1
ENST00000372915,,-2181,2231,10,1,0.1
ENST00000524432,,2343,-2293,10,1,0.1
ENST00000331593,,2404,-2354,10,1,0.1
ENST00000331593,,1232,-1182,10,1,0.1
ENST00000474378,,-1218,1268,10,1,0.1
ENST00000474378,,-163,213,10,1,0.1
ENST00000677006,,-698,748,10,1,0.1
ENST00000372852,,-829,879,10,1,0.1
ENST00000372852,,1495,-1445,10,1,0.1
ENST00000235628,,-1684,1734,10,1,0.1
ENST00000372844,,-2097,2147,10,1,0.1
ENST00000372844,,-1594,1644,10,1,0.1
ENST00000497370,,-1912,1962,10,1,0.1
ENST00000450953,,1329,-1279,10,1,0.1
ENST00000420632,,1128,-1078,10,1,0.1
ENST00000530076,,-2004,2054,10,1,0.1
ENST00000641381,,-98,148,10,1,0.1
ENST00000372771,,-1668,1718,10,1,0.1
ENST00000372766,,-2405,2455,10,1,0.1
ENST00000642679,,223,-173,10,1,0.1
ENST00000419161,,-296,346,10,1,0.1
ENST00000308733,,-741,791,10,1,0.1
ENST00000308733,,-1365,1415,10,1,0.1
ENST00000347132,,2499,-2449,10,1,0.1
ENST00000443478,,-1565,1615,10,1,0.1
ENST00000443478,,-1843,1893,10,1,0.1
ENST00000443478,,-2125,2175,10,1,0.1
ENST00000372616,,-2053,2103,10,1,0.1
ENST00000397174,,2066,-2016,10,1,0.1
ENST00000372597,,1149,-1099,10,1,0.1
ENST00000372587,,-734,784,10,1,0.1
ENST00000357001,,-1351,1401,10,1,0.1
ENST00000422278,,-1326,1376,10,1,0.1
ENST00000545068,,412,-362,10,1,0.1
